,coordinate,ip,country,timest,os,connection_type,accuracy,event_type,gps_speed,app_id,count
1,51.0602|-113.9178,75.158.88.192,CAN,1601555928,ios,wifi,9,GPS,"\\""""",30f2b3e2048caa32d54a77107609d52c,1
2,46.3819|-72.5708,"\\""""",CAN,1601555162,android,na,11,GPS,"\\""""",cfcb94b6d8fddc0054fc1e47efa1239f,1
3,43.6939|-79.7157,173.206.166.55,CAN,1601554706,android,wifi,10,GPS,"\\""""",f85029a4b45d3a7d0c6a20d9d80aad09,1
4,55.0097|-85.4215,64.184.213.25,CAN,1601553797,ios,wifi,4,GPS,"\\""""",4d6bbc869b06056c93770ea4c2081d7c,1
5,45.4822|-73.3827,"\\""""",CAN,1601554119,ios,na,8,GPS,"\\""""",cfcb94b6d8fddc0054fc1e47efa1239f,1
6,49.2793|-123.1265,192.157.102.10,CAN,1601554416,android,wifi,877,GPS,"\\""""",e9c8a48c2d23e7faf50d705cc7624c75,1
7,51.0944|-113.9740,68.145.81.47,CAN,1601554760,ios,wifi,10,GPS,"\\""""",6062f039cc76095f2e0f44a1e748d221,1
8,43.7474|-79.5092,173.206.173.194,CAN,1601554530,ios,wifi,2,GPS,"\\""""",4dbd18754728fc6244bc06ff8742707e,1
9,45.3132|-74.9689,216.104.111.5,CAN,1601556632,android,wifi,15,GPS,"\\""""",f85029a4b45d3a7d0c6a20d9d80aad09,1
10,44.3402|-79.6516,70.24.169.253,CAN,1601556015,ios,wifi,14,GPS,"\\""""",30f2b3e2048caa32d54a77107609d52c,1
11,51.1532|-114.0703,96.53.8.230,CAN,1601556473,android,wifi,1669,GPS,"\\""""",7993ed4e315bb654b139abcd44154bac,1
12,43.8403|-79.5779,99.247.168.108,CAN,1601555179,android,wifi,4,GPS,"\\""""",f85029a4b45d3a7d0c6a20d9d80aad09,1
13,46.6169|-72.6907,45.74.156.138,CAN,1601553769,android,wifi,13,GPS,"\\""""",e9c8a48c2d23e7faf50d705cc7624c75,1
14,48.4208|-71.1786,"\\""""",CAN,1601555609,android,na,9,GPS,"\\""""",cfcb94b6d8fddc0054fc1e47efa1239f,1
15,43.2105|-79.9879,72.38.1.162,CAN,1601554823,ios,wifi,11,GPS,"\\""""",15a8371fd8bb4a5ec91c62907871594b,1
16,50.8929|-113.9458,198.53.80.123,CAN,1601556513,ios,wifi,9,GPS,"\\""""",011a6a6ee196da7e165c4f5e9fcab275,1
17,43.7768|-79.7327,65.93.118.84,CAN,1601554067,ios,na,7,GPS,"\\""""",9111daff59cc5460975f5f83e08a5345,1
18,42.9173|-81.1872,"\\""""",CAN,1601555699,android,na,20,GPS,"\\""""",cfcb94b6d8fddc0054fc1e47efa1239f,1
19,53.2676|-110.0275,172.86.187.18,CAN,1601555257,android,wifi,25,GPS,"\\""""",d78ff2f41cbef879305640b157e5d03b,1
20,49.2544|-55.1715,142.134.136.169,CAN,1601556470,ios,wifi,14,GPS,"\\""""",8d11c000c24207c2d94b9cd2fd4ecc74,1
21,46.5849|-81.1986,67.69.69.13,CAN,1601555962,android,carrier,6,GPS,"\\""""",a536cae436831b558b3a4c6c92696737,1
22,45.4815|-73.6029,"\\""""",CAN,1601555649,android,na,11,GPS,"\\""""",cfcb94b6d8fddc0054fc1e47efa1239f,1
23,55.1540|-118.7845,24.222.160.79,CAN,1601555088,android,wifi,17,GPS,"\\""""",f85029a4b45d3a7d0c6a20d9d80aad09,1
24,49.2274|-122.9401,24.80.135.187,CAN,1601556484,ios,na,7,GPS,"\\""""",cfcb94b6d8fddc0054fc1e47efa1239f,1
25,43.2254|-79.8320,99.236.10.94,CAN,1601557139,android,wifi,9,GPS,"\\""""",f85029a4b45d3a7d0c6a20d9d80aad09,1
26,45.3784|-73.4904,"\\""""",CAN,1601556510,android,na,3,GPS,"\\""""",30ae46dc565c1bcffa05ee524938d5b2,1
27,43.3585|-80.3109,173.240.9.13,CAN,1601555440,android,wifi,11,GPS,"\\""""",f85029a4b45d3a7d0c6a20d9d80aad09,1
28,56.6546|-111.3289,96.53.215.173,CAN,1601554676,android,wifi,10,GPS,"\\""""",f85029a4b45d3a7d0c6a20d9d80aad09,1
29,46.3784|-72.5534,184.145.161.55,CAN,1601555954,android,na,4455,GPS,"\\""""",cfcb94b6d8fddc0054fc1e47efa1239f,1
30,45.4652|-73.6260,"\\""""",CAN,1601557119,android,na,20,GPS,"\\""""",30ae46dc565c1bcffa05ee524938d5b2,1
31,43.6436|-79.5293,149.248.174.93,CAN,1601556901,android,wifi,4,GPS,"\\""""",f85029a4b45d3a7d0c6a20d9d80aad09,1
32,45.2252|-63.1366,192.64.61.21,CAN,1601556503,android,wifi,32520,GPS,"\\""""",f85029a4b45d3a7d0c6a20d9d80aad09,1
33,44.9189|-79.3640,24.146.30.209,CAN,1601555094,android,wifi,4627,GPS,"\\""""",e9c8a48c2d23e7faf50d705cc7624c75,1
34,45.2848|-75.8554,174.112.233.125,CAN,1601556173,ios,na,10,GPS,"\\""""",cfcb94b6d8fddc0054fc1e47efa1239f,1
35,44.6126|-79.3999,65.92.234.129,CAN,1601554163,android,wifi,14094,GPS,"\\""""",1987c5fa941e88221b4da52528864664,1
36,45.6156|-73.3856,"\\""""",CAN,1601555260,android,na,2,GPS,"\\""""",cfcb94b6d8fddc0054fc1e47efa1239f,1
37,43.1091|-80.7539,142.114.25.234,CAN,1601556571,android,wifi,13,GPS,"\\""""",e9c8a48c2d23e7faf50d705cc7624c75,1
38,49.2425|-102.9931,"\\""""",CAN,1601557076,android,na,4,GPS,"\\""""",30ae46dc565c1bcffa05ee524938d5b2,1
39,43.7658|-79.4149,99.241.13.153,CAN,1601555684,android,wifi,3481,GPS,"\\""""",5d4088e1acd85b90787b91bbf59f9b30,1
40,45.4255|-73.8801,76.68.149.40,CAN,1601554154,ios,wifi,5,GPS,"\\""""",15a8371fd8bb4a5ec91c62907871594b,1
41,53.1712|-99.2841,184.151.246.170,CAN,1601557006,android,carrier,7471,GPS,"\\""""",694feedf5a4535ea0199f592e670b3f7,1
42,46.2162|-59.9699,47.54.151.174,CAN,1601553852,android,na,5097,GPS,"\\""""",9111daff59cc5460975f5f83e08a5345,1
43,43.5895|-79.5403,72.140.72.137,CAN,1601556708,ios,wifi,7,GPS,"\\""""",10678589ac9be70dd2aa7e46b898f02f,1
44,45.5496|-73.5600,70.48.78.118,CAN,1601554881,android,wifi,950,GPS,"\\""""",e9c8a48c2d23e7faf50d705cc7624c75,1
45,52.1426|-106.6540,70.64.101.16,CAN,1601556852,android,wifi,10,GPS,"\\""""",f85029a4b45d3a7d0c6a20d9d80aad09,1
46,46.3536|-64.5613,174.116.237.125,CAN,1601556152,android,wifi,11,GPS,"\\""""",f85029a4b45d3a7d0c6a20d9d80aad09,1
47,43.5856|-79.6494,99.247.45.201,CAN,1601556695,android,wifi,6371,GPS,"\\""""",e9c8a48c2d23e7faf50d705cc7624c75,1
48,53.5012|-113.3594,50.65.89.149,CAN,1601556995,android,wifi,9,GPS,"\\""""",f85029a4b45d3a7d0c6a20d9d80aad09,1
49,49.2389|-123.0201,75.155.171.190,CAN,1601554430,android,wifi,6,GPS,"\\""""",370a934f862d20f142b2152f715e70cb,1
50,45.5213|-73.5542,192.222.143.194,CAN,1601554682,android,na,8,GPS,"\\""""",cfcb94b6d8fddc0054fc1e47efa1239f,1
51,46.7313|-84.3764,207.236.143.199,CAN,1601554384,ios,wifi,9,GPS,"\\""""",6ba29b9ef74bc71ed65531acc14cb5ca,1
52,43.7591|-79.7384,99.234.208.53,CAN,1601554174,android,wifi,8,GPS,"\\""""",f85029a4b45d3a7d0c6a20d9d80aad09,1
53,49.5196|-96.6531,142.161.11.165,CAN,1601555816,android,wifi,7,GPS,"\\""""",f85029a4b45d3a7d0c6a20d9d80aad09,1
54,45.5322|-73.6144,65.92.161.133,CAN,1601557129,ios,wifi,12,GPS,"\\""""",30f2b3e2048caa32d54a77107609d52c,1
55,44.7387|-79.9027,99.249.242.113,CAN,1601555198,android,wifi,4139,GPS,"\\""""",8a38ea503212a1bc3ed9011e59475147,1
56,45.0463|-78.3502,65.95.63.57,CAN,1601554741,android,wifi,10,GPS,"\\""""",8a38ea503212a1bc3ed9011e59475147,1
57,44.0372|-64.7234,45.2.206.146,CAN,1601556531,ios,wifi,6,GPS,"\\""""",15a8371fd8bb4a5ec91c62907871594b,1
58,43.7581|-79.5968,"\\""""",CAN,1601553656,android,na,3,GPS,"\\""""",cfcb94b6d8fddc0054fc1e47efa1239f,1
59,45.5528|-73.5576,184.161.195.227,CAN,1601555955,ios,wifi,4,GPS,"\\""""",8d11c000c24207c2d94b9cd2fd4ecc74,1
60,45.5468|-73.5970,104.163.156.139,CAN,1601556012,ios,wifi,8,GPS,"\\""""",3098e03b6ba6fc3a8120ce6f9abb5656,1
61,45.3623|-73.5082,"\\""""",CAN,1601556590,android,na,3,GPS,"\\""""",30ae46dc565c1bcffa05ee524938d5b2,1
62,46.6847|-71.2040,184.162.214.249,CAN,1601554067,android,wifi,13128,GPS,"\\""""",8a38ea503212a1bc3ed9011e59475147,1
63,48.1078|-80.1045,72.136.114.18,CAN,1601553982,android,carrier,14,GPS,"\\""""",694feedf5a4535ea0199f592e670b3f7,1
64,43.7432|-79.6682,72.139.193.117,CAN,1601555219,ios,carrier,8,GPS,"\\""""",65bef09ef45d13c0580e954121a4ad24,1
65,43.6494|-79.3795,72.0.210.222,CAN,1601554678,ios,wifi,17,GPS,"\\""""",15a8371fd8bb4a5ec91c62907871594b,1
66,49.2838|-122.8775,142.179.58.15,CAN,1601555364,android,wifi,14,GPS,"\\""""",f85029a4b45d3a7d0c6a20d9d80aad09,1
67,45.4740|-74.3103,76.70.61.140,CAN,1601555627,android,wifi,16,GPS,"\\""""",f85029a4b45d3a7d0c6a20d9d80aad09,1
68,49.4713|-123.7870,24.207.17.77,CAN,1601553783,ios,wifi,12,GPS,"\\""""",15a8371fd8bb4a5ec91c62907871594b,1
69,43.4584|-79.7001,"\\""""",CAN,1601553898,android,na,9,GPS,"\\""""",cfcb94b6d8fddc0054fc1e47efa1239f,1
70,43.9222|-78.8522,23.233.17.114,CAN,1601555174,android,wifi,8,GPS,"\\""""",8a38ea503212a1bc3ed9011e59475147,1
71,45.6577|-73.5988,65.92.250.245,CAN,1601553926,android,wifi,7228,GPS,"\\""""",8a38ea503212a1bc3ed9011e59475147,1
72,43.9640|-79.2789,99.244.154.38,CAN,1601554308,android,wifi,8581,GPS,"\\""""",370a934f862d20f142b2152f715e70cb,1
73,53.5259|-113.5998,68.150.171.9,CAN,1601556412,ios,wifi,5,GPS,"\\""""",15a8371fd8bb4a5ec91c62907871594b,1
74,44.3585|-79.1925,99.240.35.21,CAN,1601554209,ios,wifi,11,GPS,"\\""""",15a8371fd8bb4a5ec91c62907871594b,1
75,49.3951|-123.5523,154.5.4.70,CAN,1601556819,ios,wifi,3,GPS,"\\""""",a345b67a79aedfa0439b50452fccd476,1
76,43.7070|-79.4733,70.26.86.200,CAN,1601557153,ios,wifi,16,GPS,"\\""""",15a8371fd8bb4a5ec91c62907871594b,1
77,45.5172|-76.2332,50.101.2.48,CAN,1601556454,android,wifi,6,GPS,"\\""""",8a38ea503212a1bc3ed9011e59475147,1
78,53.6306|-113.4819,104.205.0.94,CAN,1601554310,android,wifi,24,GPS,"\\""""",f85029a4b45d3a7d0c6a20d9d80aad09,1
79,52.1424|-113.8676,174.0.140.140,CAN,1601554846,android,na,11,GPS,"\\""""",cfcb94b6d8fddc0054fc1e47efa1239f,1
80,53.6224|-113.4978,72.143.233.180,CAN,1601556355,android,carrier,7,GPS,"\\""""",694feedf5a4535ea0199f592e670b3f7,1
81,45.3153|-73.2554,142.184.123.158,CAN,1601556140,android,na,3779,GPS,"\\""""",9111daff59cc5460975f5f83e08a5345,1
82,45.7721|-73.4647,69.159.131.104,CAN,1601556796,android,wifi,14,GPS,"\\""""",8a38ea503212a1bc3ed9011e59475147,1
83,44.6667|-63.5386,173.237.104.27,CAN,1601556101,android,wifi,3601,GPS,"\\""""",f85029a4b45d3a7d0c6a20d9d80aad09,1
84,43.6036|-79.5738,70.53.118.51,CAN,1601555336,android,wifi,4531,GPS,"\\""""",7993ed4e315bb654b139abcd44154bac,2
85,50.2299|-119.1473,154.5.112.244,CAN,1601553826,android,wifi,8,GPS,"\\""""",f85029a4b45d3a7d0c6a20d9d80aad09,1
86,45.4985|-73.4626,70.83.139.123,CAN,1601555912,android,na,5,GPS,"\\""""",9111daff59cc5460975f5f83e08a5345,1
87,45.3617|-75.9281,76.66.98.254,CAN,1601553682,ios,wifi,7,GPS,"\\""""",4d6bbc869b06056c93770ea4c2081d7c,1
88,53.4578|-113.4218,137.186.38.178,CAN,1601555127,ios,na,11,GPS,"\\""""",cfcb94b6d8fddc0054fc1e47efa1239f,1
89,45.4796|-73.4809,24.201.38.251,CAN,1601556907,android,wifi,9,GPS,"\\""""",e9c8a48c2d23e7faf50d705cc7624c75,1
90,44.9762|-79.7738,72.139.202.100,CAN,1601556322,android,carrier,12,GPS,"\\""""",62bd7d84947f025485774c59a9d4c481,1
91,43.6396|-79.3974,142.122.151.91,CAN,1601554943,android,na,539,GPS,"\\""""",cfcb94b6d8fddc0054fc1e47efa1239f,1
92,43.2432|-79.8188,198.91.233.134,CAN,1601556226,android,wifi,4729,GPS,"\\""""",5562369246852f7268b7bc7149cf5dd8,1
93,42.1416|-82.9976,70.26.122.217,CAN,1601554594,android,wifi,10,GPS,"\\""""",f85029a4b45d3a7d0c6a20d9d80aad09,1
94,46.8607|-71.3370,184.163.24.55,CAN,1601555645,ios,wifi,7,GPS,"\\""""",15a8371fd8bb4a5ec91c62907871594b,1
95,43.9855|-80.7238,24.231.73.239,CAN,1601556176,android,wifi,9,GPS,"\\""""",f85029a4b45d3a7d0c6a20d9d80aad09,1
96,43.6412|-79.6143,"\\""""",CAN,1601554012,android,na,4,GPS,"\\""""",cfcb94b6d8fddc0054fc1e47efa1239f,1
97,49.0348|-122.2938,72.143.230.17,CAN,1601554350,android,na,14,GPS,"\\""""",1458f5833e87a50e69ddd51d9f3853ed,2
98,43.9111|-78.9305,69.158.246.214,CAN,1601554503,ios,carrier,8,GPS,"\\""""",d898e837de3631e2157cf5e18fe02d4b,1
99,56.2427|-120.8496,68.150.236.87,CAN,1601556973,android,wifi,4,GPS,"\\""""",e9c8a48c2d23e7faf50d705cc7624c75,1
100,45.5315|-75.6713,142.113.7.19,CAN,1601554150,android,wifi,13,GPS,"\\""""",8a38ea503212a1bc3ed9011e59475147,1
101,43.7477|-79.7402,208.98.222.19,CAN,1601556562,android,carrier,2963,GPS,"\\""""",902d9b540a6ef9d20edfe43a8ac451be,1
102,43.6995|-79.7921,99.234.11.59,CAN,1601553602,android,wifi,6,GPS,"\\""""",f85029a4b45d3a7d0c6a20d9d80aad09,1
103,49.9609|-98.3899,204.112.13.218,CAN,1601556614,ios,carrier,18,GPS,"\\""""",ca4ed511dda99b0011ae826feaa79699,1
104,43.6403|-79.3923,72.141.181.178,CAN,1601554528,ios,wifi,13,GPS,"\\""""",15a8371fd8bb4a5ec91c62907871594b,1
105,43.2520|-79.8577,24.36.173.169,CAN,1601554745,ios,wifi,15,GPS,"\\""""",6ba29b9ef74bc71ed65531acc14cb5ca,1
106,46.7726|-71.1986,"\\""""",CAN,1601553915,android,na,3,GPS,"\\""""",cfcb94b6d8fddc0054fc1e47efa1239f,1
107,53.5496|-113.5134,68.148.165.86,CAN,1601556875,android,wifi,3055,GPS,"\\""""",f85029a4b45d3a7d0c6a20d9d80aad09,1
108,45.4567|-73.4475,"\\""""",CAN,1601553758,ios,na,8,GPS,"\\""""",cfcb94b6d8fddc0054fc1e47efa1239f,1
109,46.1191|-64.8589,159.2.73.217,CAN,1601554451,android,wifi,4,GPS,"\\""""",f85029a4b45d3a7d0c6a20d9d80aad09,1
110,45.4564|-75.6840,"\\""""",CAN,1601556083,ios,na,12,GPS,"\\""""",cfcb94b6d8fddc0054fc1e47efa1239f,1
111,43.7223|-79.2508,104.193.57.120,CAN,1601554238,android,na,7,GPS,"\\""""",9111daff59cc5460975f5f83e08a5345,1
112,43.6564|-79.4675,99.225.76.72,CAN,1601557052,ios,wifi,8,GPS,"\\""""",ce8b86109bddd9ebde4b8c27fe1484ed,1
113,53.4503|-113.4940,162.157.129.47,CAN,1601555931,ios,wifi,9,GPS,"\\""""",6062f039cc76095f2e0f44a1e748d221,1
114,43.6732|-79.5735,199.119.233.169,CAN,1601555209,android,carrier,5,GPS,"\\""""",902d9b540a6ef9d20edfe43a8ac451be,1
115,43.6669|-79.3533,72.143.206.117,CAN,1601554977,ios,na,13,GPS,"\\""""",9111daff59cc5460975f5f83e08a5345,1
116,56.2014|-120.8995,208.181.171.98,CAN,1601555529,android,wifi,18,GPS,"\\""""",370a934f862d20f142b2152f715e70cb,1
117,43.6716|-79.4719,99.225.137.8,CAN,1601553617,android,na,13,GPS,"\\""""",9111daff59cc5460975f5f83e08a5345,1
118,51.0490|-114.1774,75.156.145.252,CAN,1601555207,ios,na,7,GPS,"\\""""",9111daff59cc5460975f5f83e08a5345,1
119,52.1396|-106.6550,70.64.110.110,CAN,1601555195,android,na,13,GPS,"\\""""",9111daff59cc5460975f5f83e08a5345,1
120,48.5091|-123.4114,64.180.72.249,CAN,1601555534,android,wifi,7,GPS,"\\""""",f85029a4b45d3a7d0c6a20d9d80aad09,1
121,44.3784|-64.3090,24.215.83.145,CAN,1601554820,android,wifi,1908,GPS,"\\""""",f85029a4b45d3a7d0c6a20d9d80aad09,1
122,48.4144|-71.2318,147.253.95.85,CAN,1601554108,android,wifi,3261,GPS,"\\""""",f85029a4b45d3a7d0c6a20d9d80aad09,1
123,45.6235|-61.3653,137.186.18.163,CAN,1601555581,android,na,13,GPS,"\\""""",9111daff59cc5460975f5f83e08a5345,1
124,45.1400|-76.1239,142.116.3.50,CAN,1601555293,android,na,9,GPS,"\\""""",9111daff59cc5460975f5f83e08a5345,1
125,45.4428|-65.9586,47.55.60.235,CAN,1601556990,android,wifi,1,GPS,"\\""""",f85029a4b45d3a7d0c6a20d9d80aad09,1
126,45.5271|-73.6922,70.27.195.163,CAN,1601555148,ios,wifi,6,GPS,"\\""""",15a8371fd8bb4a5ec91c62907871594b,1
127,50.5089|-104.4081,108.60.177.246,CAN,1601555694,ios,wifi,6,GPS,"\\""""",15a8371fd8bb4a5ec91c62907871594b,1
128,45.4646|-73.6267,"\\""""",CAN,1601557136,android,na,14,GPS,"\\""""",30ae46dc565c1bcffa05ee524938d5b2,1
129,51.9114|-108.8706,207.195.86.58,CAN,1601554133,android,carrier,7,GPS,"\\""""",694feedf5a4535ea0199f592e670b3f7,1
130,49.9739|-96.6347,69.168.167.178,CAN,1601554820,android,wifi,13,GPS,"\\""""",f85029a4b45d3a7d0c6a20d9d80aad09,1
131,43.6757|-79.7689,99.235.83.20,CAN,1601556407,android,wifi,9627,GPS,"\\""""",e9c8a48c2d23e7faf50d705cc7624c75,1
132,46.1040|-64.8606,"\\""""",CAN,1601555341,android,na,4,GPS,"\\""""",cfcb94b6d8fddc0054fc1e47efa1239f,1
133,50.5721|-112.9060,199.7.157.58,CAN,1601556735,android,carrier,11,GPS,"\\""""",902d9b540a6ef9d20edfe43a8ac451be,1
134,53.5395|-106.1833,198.254.165.11,CAN,1601555329,ios,wifi,10,GPS,"\\""""",15a8371fd8bb4a5ec91c62907871594b,1
135,43.7075|-79.2954,24.114.70.51,CAN,1601554729,android,carrier,4,GPS,"\\""""",2170d3df1e0296acd6f0093823ccbfe9,1
136,49.1247|-121.9511,173.181.30.189,CAN,1601556440,android,wifi,9,GPS,"\\""""",8a38ea503212a1bc3ed9011e59475147,1
137,46.7928|-70.4258,184.160.215.192,CAN,1601556623,android,wifi,27490,GPS,"\\""""",5d4088e1acd85b90787b91bbf59f9b30,1
138,43.2252|-79.9930,72.136.109.150,CAN,1601556715,android,carrier,5163,GPS,"\\""""",694feedf5a4535ea0199f592e670b3f7,1
139,48.5045|-72.2286,24.122.122.175,CAN,1601553786,android,wifi,4907,GPS,"\\""""",f85029a4b45d3a7d0c6a20d9d80aad09,1
140,53.4252|-113.4684,75.159.21.43,CAN,1601556231,android,wifi,5,GPS,"\\""""",f85029a4b45d3a7d0c6a20d9d80aad09,1
141,46.3131|-64.5242,"\\""""",CAN,1601554000,android,na,20,GPS,"\\""""",cfcb94b6d8fddc0054fc1e47efa1239f,1
142,50.6542|-120.3897,"\\""""",CAN,1601555414,android,na,5,GPS,"\\""""",cfcb94b6d8fddc0054fc1e47efa1239f,1
143,46.9009|-71.2005,142.184.65.181,CAN,1601553641,android,na,3789,GPS,"\\""""",cfcb94b6d8fddc0054fc1e47efa1239f,1
144,49.6624|-103.8335,24.89.93.134,CAN,1601554567,android,wifi,5,GPS,"\\""""",f85029a4b45d3a7d0c6a20d9d80aad09,1
145,43.2541|-79.8785,24.36.82.204,CAN,1601557106,ios,wifi,11,GPS,"\\""""",15a8371fd8bb4a5ec91c62907871594b,1
146,44.6162|-63.4722,24.224.206.218,CAN,1601554836,android,wifi,20,GPS,"\\""""",8a38ea503212a1bc3ed9011e59475147,1
147,45.5088|-73.5878,67.69.76.217,CAN,1601556723,ios,carrier,12045,GPS,"\\""""",6b34bfb140995d3de667fda0bbd9561b,1
148,46.3063|-72.6665,76.68.230.16,CAN,1601557044,android,na,5324,GPS,"\\""""",9111daff59cc5460975f5f83e08a5345,1
149,43.8788|-79.3929,70.31.42.252,CAN,1601554365,ios,wifi,22,GPS,"\\""""",15a8371fd8bb4a5ec91c62907871594b,1
150,45.4463|-73.8604,69.159.101.156,CAN,1601555413,ios,wifi,14,GPS,"\\""""",15a8371fd8bb4a5ec91c62907871594b,1
151,51.8198|-114.2347,207.228.78.87,CAN,1601555468,android,wifi,6,GPS,"\\""""",8a38ea503212a1bc3ed9011e59475147,1
152,43.3694|-79.7367,142.182.148.172,CAN,1601554983,android,na,3615,GPS,"\\""""",cfcb94b6d8fddc0054fc1e47efa1239f,1
153,43.7399|-79.3145,174.92.48.183,CAN,1601554059,ios,wifi,6,GPS,"\\""""",15a8371fd8bb4a5ec91c62907871594b,1
154,46.8105|-71.2532,142.169.78.243,CAN,1601555130,ios,carrier,9,GPS,"\\""""",2bac758857892925a59b6c19eaf583bd,1
155,45.5090|-73.7515,"\\""""",CAN,1601556848,android,na,6,GPS,"\\""""",30ae46dc565c1bcffa05ee524938d5b2,1
156,53.5496|-113.6044,68.149.42.89,CAN,1601556039,android,wifi,2879,GPS,"\\""""",f85029a4b45d3a7d0c6a20d9d80aad09,1
157,46.7417|-71.2619,74.59.166.13,CAN,1601555292,ios,wifi,6,GPS,"\\""""",011a6a6ee196da7e165c4f5e9fcab275,1
158,48.3826|-89.2509,184.71.87.138,CAN,1601556872,ios,wifi,7,GPS,"\\""""",8d11c000c24207c2d94b9cd2fd4ecc74,1
159,44.4158|-79.6658,"\\""""",CAN,1601554897,ios,na,5,GPS,"\\""""",cfcb94b6d8fddc0054fc1e47efa1239f,1
160,49.2512|-122.9840,24.80.137.114,CAN,1601555052,ios,wifi,7,GPS,"\\""""",011a6a6ee196da7e165c4f5e9fcab275,1
161,45.3922|-73.5250,74.15.132.101,CAN,1601555796,android,wifi,16,GPS,"\\""""",1cedd6de8b855ec1049649c954c55a75,1
162,45.5484|-75.2762,65.95.219.166,CAN,1601555870,android,wifi,7,GPS,"\\""""",f85029a4b45d3a7d0c6a20d9d80aad09,1
163,43.6372|-79.5815,70.54.77.148,CAN,1601555903,ios,wifi,17,GPS,"\\""""",c6f3d49a1c99d06b72ba181ecf7d8f9c,1
164,51.0631|-113.9342,66.222.143.79,CAN,1601554938,android,na,2643,GPS,"\\""""",cfcb94b6d8fddc0054fc1e47efa1239f,1
165,43.8378|-79.4608,24.246.78.132,CAN,1601554712,android,wifi,1648,GPS,"\\""""",7993ed4e315bb654b139abcd44154bac,1
166,43.6463|-79.3830,207.35.121.189,CAN,1601556676,android,wifi,9,GPS,"\\""""",8a38ea503212a1bc3ed9011e59475147,1
167,42.9994|-81.3200,216.181.16.5,CAN,1601556367,ios,wifi,4,GPS,"\\""""",4d6bbc869b06056c93770ea4c2081d7c,1
168,43.4234|-79.9319,24.141.184.185,CAN,1601555151,android,wifi,7,GPS,"\\""""",e9c8a48c2d23e7faf50d705cc7624c75,1
169,44.3535|-78.7206,107.190.56.242,CAN,1601554147,android,wifi,16,GPS,"\\""""",370a934f862d20f142b2152f715e70cb,1
170,50.0361|-110.6736,70.75.89.132,CAN,1601553888,ios,wifi,15,GPS,"\\""""",15a8371fd8bb4a5ec91c62907871594b,1
171,44.9189|-79.3640,24.146.30.209,CAN,1601556459,android,na,4627,GPS,"\\""""",9111daff59cc5460975f5f83e08a5345,1
172,45.5799|-73.6016,96.21.109.88,CAN,1601556551,android,wifi,14,GPS,"\\""""",e9c8a48c2d23e7faf50d705cc7624c75,1
173,43.6716|-79.4719,99.225.137.8,CAN,1601553678,android,wifi,14,GPS,"\\""""",b3a8e5bc62ddf4df61fc8678b9bc15a9,1
174,45.6238|-61.3688,134.41.215.48,CAN,1601555629,ios,wifi,10,GPS,"\\""""",011a6a6ee196da7e165c4f5e9fcab275,1
175,51.0270|-113.9888,68.144.225.43,CAN,1601554003,android,na,3320,GPS,"\\""""",9111daff59cc5460975f5f83e08a5345,1
176,42.9910|-81.2147,72.139.205.227,CAN,1601555451,android,na,6415,GPS,"\\""""",9111daff59cc5460975f5f83e08a5345,1
177,43.4508|-79.7519,69.158.246.193,CAN,1601556834,android,carrier,7,GPS,"\\""""",7a9f14a52927184dd917c416176e95ab,1
178,46.1419|-74.2565,198.1.224.196,CAN,1601553854,android,na,18,GPS,"\\""""",9111daff59cc5460975f5f83e08a5345,1
179,43.1529|-79.2808,72.136.117.135,CAN,1601555686,android,na,4,GPS,"\\""""",cfcb94b6d8fddc0054fc1e47efa1239f,1
180,46.4438|-71.0245,75.152.48.72,CAN,1601557164,android,wifi,15,GPS,"\\""""",7993ed4e315bb654b139abcd44154bac,1
181,45.5496|-73.7659,74.56.3.249,CAN,1601555175,android,wifi,2414,GPS,"\\""""",8a38ea503212a1bc3ed9011e59475147,1
182,49.6076|-96.9572,69.168.165.193,CAN,1601556252,ios,wifi,5,GPS,"\\""""",15a8371fd8bb4a5ec91c62907871594b,1
183,50.1168|-122.9449,209.52.84.47,CAN,1601555022,ios,na,11,GPS,"\\""""",9111daff59cc5460975f5f83e08a5345,1
184,43.7039|-79.5897,72.143.193.210,CAN,1601554092,ios,na,11,GPS,"\\""""",9111daff59cc5460975f5f83e08a5345,1
185,43.8564|-79.2625,72.143.214.27,CAN,1601556649,android,carrier,16,GPS,"\\""""",694feedf5a4535ea0199f592e670b3f7,1
186,42.9582|-82.3777,138.128.248.250,CAN,1601556236,android,na,17,GPS,"\\""""",1458f5833e87a50e69ddd51d9f3853ed,2
187,46.0659|-71.9919,142.118.90.33,CAN,1601554627,android,na,9,GPS,"\\""""",9111daff59cc5460975f5f83e08a5345,1
188,44.6486|-63.5442,192.75.96.182,CAN,1601555877,android,wifi,5405,GPS,"\\""""",f85029a4b45d3a7d0c6a20d9d80aad09,1
189,50.9868|-114.0612,72.143.219.231,CAN,1601554563,android,carrier,10,GPS,"\\""""",fcf8857d7a5cc725f08ef518f8279ecc,1
190,53.5162|-113.6507,68.150.162.132,CAN,1601556403,android,wifi,20,GPS,"\\""""",f85029a4b45d3a7d0c6a20d9d80aad09,1
191,43.2553|-79.8445,67.69.69.34,CAN,1601555946,android,na,8,GPS,"\\""""",9111daff59cc5460975f5f83e08a5345,1
192,53.5904|-113.6162,174.90.223.45,CAN,1601555246,android,carrier,7,GPS,"\\""""",196022c89f1673d9f51962270b5b97d2,1
