,coordinate,ip,country,timest,os,connection_type,accuracy,event_type,gps_speed,app_id,count
6038,53.4595|-113.4238,108.173.246.186,CAN,1601555689,android,wifi,1885,GPS,"\\""""",f85029a4b45d3a7d0c6a20d9d80aad09,1
6039,43.8707|-78.9477,142.114.87.102,CAN,1601555226,android,na,7,GPS,"\\""""",9111daff59cc5460975f5f83e08a5345,1
6040,43.7728|-79.3461,76.71.9.236,CAN,1601557195,ios,wifi,6,GPS,"\\""""",30f2b3e2048caa32d54a77107609d52c,1
6041,42.9910|-81.2394,99.242.68.189,CAN,1601553977,android,wifi,4275,GPS,"\\""""",8a38ea503212a1bc3ed9011e59475147,1
6042,43.4595|-80.4512,24.246.29.139,CAN,1601554435,android,wifi,4651,GPS,"\\""""",8a38ea503212a1bc3ed9011e59475147,1
6043,52.9555|-113.3813,52.124.115.11,CAN,1601556563,ios,wifi,6,GPS,"\\""""",15a8371fd8bb4a5ec91c62907871594b,1
6044,46.8304|-72.3262,207.134.208.127,CAN,1601556586,ios,na,5,GPS,"\\""""",cfcb94b6d8fddc0054fc1e47efa1239f,1
6045,45.4595|-73.5708,74.59.70.250,CAN,1601555764,android,wifi,436,GPS,"\\""""",f85029a4b45d3a7d0c6a20d9d80aad09,1
6046,45.4656|-73.3977,"\\""""",CAN,1601556085,android,na,2,GPS,"\\""""",cfcb94b6d8fddc0054fc1e47efa1239f,1
6047,48.6243|-71.0924,74.59.103.216,CAN,1601553969,ios,wifi,18,GPS,"\\""""",15a8371fd8bb4a5ec91c62907871594b,1
6048,45.8300|-66.5064,159.2.163.69,CAN,1601553750,android,wifi,9,GPS,"\\""""",8a38ea503212a1bc3ed9011e59475147,1
6049,45.7297|-73.6679,76.69.206.136,CAN,1601556485,android,wifi,4841,GPS,"\\""""",5562369246852f7268b7bc7149cf5dd8,1
6050,43.6503|-79.3579,45.61.100.21,CAN,1601554460,android,wifi,8,GPS,"\\""""",8a38ea503212a1bc3ed9011e59475147,1
6051,49.2378|-123.0458,207.6.18.25,CAN,1601555539,android,wifi,14,GPS,"\\""""",f85029a4b45d3a7d0c6a20d9d80aad09,1
6052,45.3576|-71.9740,24.53.61.18,CAN,1601556162,ios,wifi,7,GPS,"\\""""",e564bc4891e10a54b53c646aead37a82,1
6053,43.4309|-80.4501,192.252.163.244,CAN,1601555271,ios,wifi,6,GPS,"\\""""",c6f3d49a1c99d06b72ba181ecf7d8f9c,1
6054,42.2162|-83.1061,198.200.90.87,CAN,1601556867,android,wifi,16777,GPS,"\\""""",b3a8e5bc62ddf4df61fc8678b9bc15a9,1
6055,43.6757|-79.7689,99.235.83.20,CAN,1601556400,android,wifi,9627,GPS,"\\""""",e9c8a48c2d23e7faf50d705cc7624c75,1
6056,48.5570|-71.5308,67.68.66.218,CAN,1601555511,android,wifi,14,GPS,"\\""""",d78ff2f41cbef879305640b157e5d03b,1
6057,50.4736|-104.6319,"\\""""",CAN,1601555097,android,na,8,GPS,"\\""""",cfcb94b6d8fddc0054fc1e47efa1239f,1
6058,42.1099|-82.6114,104.247.68.130,CAN,1601555145,ios,wifi,13,GPS,"\\""""",15a8371fd8bb4a5ec91c62907871594b,1
6059,45.5944|-73.1904,"\\""""",CAN,1601555201,ios,na,8,GPS,"\\""""",cfcb94b6d8fddc0054fc1e47efa1239f,1
6060,48.4685|-123.3753,70.66.156.215,CAN,1601554302,android,na,7168,GPS,"\\""""",9111daff59cc5460975f5f83e08a5345,1
6061,46.5065|-80.9850,65.94.213.75,CAN,1601556082,android,wifi,17,GPS,"\\""""",f85029a4b45d3a7d0c6a20d9d80aad09,1
6062,49.0257|-123.0914,154.20.20.205,CAN,1601554460,android,na,14,GPS,"\\""""",1458f5833e87a50e69ddd51d9f3853ed,2
6063,45.3514|-75.8146,174.116.36.211,CAN,1601556745,android,wifi,6721,GPS,"\\""""",f85029a4b45d3a7d0c6a20d9d80aad09,1
6064,43.4132|-80.4979,99.250.210.221,CAN,1601555913,android,wifi,42,GPS,"\\""""",f85029a4b45d3a7d0c6a20d9d80aad09,1
6065,45.4431|-75.6386,"\\""""",CAN,1601555763,ios,na,8,GPS,"\\""""",cfcb94b6d8fddc0054fc1e47efa1239f,1
6066,50.9943|-114.1079,184.69.200.70,CAN,1601556727,ios,wifi,10,GPS,"\\""""",8dc567df992bf1289450c875a7f4c5a4,1
6067,45.4002|-75.7259,142.169.78.163,CAN,1601555502,android,carrier,5,GPS,"\\""""",902d9b540a6ef9d20edfe43a8ac451be,1
6068,45.7283|-73.7071,132.219.143.2,CAN,1601555482,android,wifi,14,GPS,"\\""""",e9c8a48c2d23e7faf50d705cc7624c75,1
6069,49.2663|-123.0960,50.64.77.104,CAN,1601555279,android,wifi,12,GPS,"\\""""",1987c5fa941e88221b4da52528864664,1
6070,42.8052|-80.0165,104.249.226.147,CAN,1601556967,ios,carrier,7,GPS,"\\""""",9bc61daf059e4fcac9b85ca964d83148,1
6071,48.5924|-68.2719,207.134.243.83,CAN,1601556796,android,wifi,9,GPS,"\\""""",e9c8a48c2d23e7faf50d705cc7624c75,1
6072,53.4955|-113.6716,66.222.172.75,CAN,1601554547,android,wifi,4844,GPS,"\\""""",f85029a4b45d3a7d0c6a20d9d80aad09,1
6073,43.7346|-79.7062,50.101.114.183,CAN,1601554180,android,wifi,4,GPS,"\\""""",7993ed4e315bb654b139abcd44154bac,1
6074,45.4955|-73.6693,72.143.209.51,CAN,1601555115,android,carrier,6542,GPS,"\\""""",694feedf5a4535ea0199f592e670b3f7,1
6075,44.0431|-77.5867,"\\""""",CAN,1601555502,android,na,4,GPS,"\\""""",cfcb94b6d8fddc0054fc1e47efa1239f,1
6076,48.2265|-78.9922,24.212.52.157,CAN,1601554773,android,wifi,4,GPS,"\\""""",7993ed4e315bb654b139abcd44154bac,1
6077,45.4014|-73.5363,"\\""""",CAN,1601556836,android,na,12,GPS,"\\""""",30ae46dc565c1bcffa05ee524938d5b2,1
6078,45.3576|-71.9740,24.53.61.18,CAN,1601556455,ios,wifi,26,GPS,"\\""""",e564bc4891e10a54b53c646aead37a82,1
6079,52.2985|-113.8128,64.66.21.68,CAN,1601555015,android,wifi,11,GPS,"\\""""",0c9697acc5a21b9408926cc267ef5899,1
6080,46.3423|-73.4712,142.169.78.121,CAN,1601554444,android,carrier,7,GPS,"\\""""",a536cae436831b558b3a4c6c92696737,1
6081,43.2535|-79.9287,72.136.117.73,CAN,1601556485,ios,carrier,6,GPS,"\\""""",d170cb0f77d473d087b5b209e1d7de9a,1
6082,45.3704|-75.9778,"\\""""",CAN,1601557056,android,na,3,GPS,"\\""""",30ae46dc565c1bcffa05ee524938d5b2,1
6083,43.6396|-79.4223,162.249.162.134,CAN,1601554085,android,wifi,3231,GPS,"\\""""",f85029a4b45d3a7d0c6a20d9d80aad09,1
6084,48.8313|-125.1359,107.77.219.50,CAN,1601556486,android,na,12,GPS,"\\""""",cfcb94b6d8fddc0054fc1e47efa1239f,1
6085,44.6299|-63.6218,170.10.233.178,CAN,1601556193,android,na,14,GPS,"\\""""",cfcb94b6d8fddc0054fc1e47efa1239f,1
6086,45.3514|-71.9688,142.169.78.213,CAN,1601555327,android,carrier,7625,GPS,"\\""""",694feedf5a4535ea0199f592e670b3f7,1
6087,49.0320|-122.3782,108.172.177.196,CAN,1601554453,android,na,22,GPS,"\\""""",1458f5833e87a50e69ddd51d9f3853ed,2
6088,51.0640|-114.1817,104.157.57.165,CAN,1601553859,ios,wifi,7,GPS,"\\""""",8d11c000c24207c2d94b9cd2fd4ecc74,1
6089,49.1096|-122.7345,66.183.233.215,CAN,1601556647,ios,na,11,GPS,"\\""""",9111daff59cc5460975f5f83e08a5345,1
6090,47.3288|-79.4421,24.212.11.215,CAN,1601556635,ios,wifi,6,GPS,"\\""""",30f2b3e2048caa32d54a77107609d52c,1
6091,43.2283|-79.8814,142.122.148.232,CAN,1601556487,android,na,19,GPS,"\\""""",3ace05942138df07ecf098f688f277dc,1
6092,45.2700|-75.7660,70.29.82.211,CAN,1601555514,ios,wifi,8,GPS,"\\""""",15a8371fd8bb4a5ec91c62907871594b,1
6093,44.1081|-79.1206,24.239.8.72,CAN,1601556522,android,wifi,3019,GPS,"\\""""",e9c8a48c2d23e7faf50d705cc7624c75,1
6094,45.4568|-73.5682,142.169.78.71,CAN,1601553629,android,carrier,6,GPS,"\\""""",694feedf5a4535ea0199f592e670b3f7,1
6095,43.4968|-79.8493,50.100.246.223,CAN,1601553906,ios,wifi,8,GPS,"\\""""",15a8371fd8bb4a5ec91c62907871594b,1
6096,45.5319|-73.6406,107.159.41.26,CAN,1601556435,ios,wifi,10,GPS,"\\""""",c6f3d49a1c99d06b72ba181ecf7d8f9c,1
6097,56.2560|-120.8431,"\\""""",CAN,1601557018,android,na,9,GPS,"\\""""",30ae46dc565c1bcffa05ee524938d5b2,1
6098,53.4982|-113.6783,50.65.175.195,CAN,1601553635,android,na,6,GPS,"\\""""",cfcb94b6d8fddc0054fc1e47efa1239f,1
6099,50.7087|-120.3965,66.183.112.42,CAN,1601556865,android,wifi,16,GPS,"\\""""",8a38ea503212a1bc3ed9011e59475147,1
6100,49.8950|-97.0027,24.78.30.32,CAN,1601556546,ios,wifi,11,GPS,"\\""""",8d11c000c24207c2d94b9cd2fd4ecc74,1
6101,43.5934|-79.5474,135.23.153.89,CAN,1601557052,android,wifi,4,GPS,"\\""""",f85029a4b45d3a7d0c6a20d9d80aad09,1
6102,49.7806|-126.0461,207.102.46.191,CAN,1601556330,ios,wifi,22,GPS,"\\""""",6ba29b9ef74bc71ed65531acc14cb5ca,1
6103,48.0977|-77.7498,24.212.108.38,CAN,1601556858,ios,wifi,22,GPS,"\\""""",15a8371fd8bb4a5ec91c62907871594b,1
6104,45.4612|-73.5908,"\\""""",CAN,1601553753,android,na,11,GPS,"\\""""",cfcb94b6d8fddc0054fc1e47efa1239f,1
6105,43.9279|-79.4560,72.136.118.180,CAN,1601553848,android,carrier,1787,GPS,"\\""""",fcf8857d7a5cc725f08ef518f8279ecc,1
6106,48.3648|-89.2988,50.72.213.243,CAN,1601557039,android,wifi,4,GPS,"\\""""",f85029a4b45d3a7d0c6a20d9d80aad09,1
6107,49.0182|-122.4919,184.65.192.192,CAN,1601555941,android,na,5,GPS,"\\""""",1458f5833e87a50e69ddd51d9f3853ed,2
6108,42.3014|-82.9280,107.190.110.154,CAN,1601556306,android,wifi,10,GPS,"\\""""",e9c8a48c2d23e7faf50d705cc7624c75,1
6109,43.5350|-80.3226,67.69.69.53,CAN,1601554745,android,na,5,GPS,"\\""""",2e677ae6d74fe31b30966a716bab0770,1
6110,46.3408|-80.4100,38.39.17.103,CAN,1601553937,android,wifi,9,GPS,"\\""""",e9c8a48c2d23e7faf50d705cc7624c75,1
6111,45.4234|-75.6546,173.35.244.2,CAN,1601555501,android,wifi,3661,GPS,"\\""""",f85029a4b45d3a7d0c6a20d9d80aad09,1
6112,42.3243|-82.9319,104.158.57.181,CAN,1601553618,android,wifi,2572,GPS,"\\""""",5d4088e1acd85b90787b91bbf59f9b30,1
6113,45.2166|-72.5409,"\\""""",CAN,1601554587,android,na,6,GPS,"\\""""",cfcb94b6d8fddc0054fc1e47efa1239f,1
6114,49.0323|-122.7831,75.155.255.124,CAN,1601554596,android,na,12,GPS,"\\""""",1458f5833e87a50e69ddd51d9f3853ed,2
6115,44.3106|-78.3072,198.91.147.28,CAN,1601553720,android,wifi,4,GPS,"\\""""",f85029a4b45d3a7d0c6a20d9d80aad09,1
6116,47.3725|-68.3227,174.118.62.175,CAN,1601555859,android,na,16,GPS,"\\""""",3ace05942138df07ecf098f688f277dc,1
6117,44.1982|-77.5828,24.156.225.192,CAN,1601555508,android,wifi,8476,GPS,"\\""""",8a38ea503212a1bc3ed9011e59475147,1
6118,42.3938|-82.2120,209.171.88.202,CAN,1601556018,ios,carrier,9,GPS,"\\""""",ca4ed511dda99b0011ae826feaa79699,1
6119,45.5913|-73.5589,65.94.13.49,CAN,1601555538,ios,wifi,3,GPS,"\\""""",15a8371fd8bb4a5ec91c62907871594b,1
6120,45.4982|-73.6354,"\\""""",CAN,1601555960,android,na,5,GPS,"\\""""",cfcb94b6d8fddc0054fc1e47efa1239f,1
6121,43.6488|-79.6185,"\\""""",CAN,1601554182,android,na,4,GPS,"\\""""",cfcb94b6d8fddc0054fc1e47efa1239f,1
6122,46.8288|-71.2630,147.253.158.90,CAN,1601556267,android,wifi,15331,GPS,"\\""""",e9c8a48c2d23e7faf50d705cc7624c75,1
6123,43.8685|-78.7277,66.252.152.204,CAN,1601554761,ios,wifi,9,GPS,"\\""""",15a8371fd8bb4a5ec91c62907871594b,1
6124,49.6076|-96.9572,69.168.165.193,CAN,1601556222,ios,wifi,12,GPS,"\\""""",15a8371fd8bb4a5ec91c62907871594b,1
6125,46.4047|-70.3618,69.51.202.242,CAN,1601555682,ios,wifi,6,GPS,"\\""""",15a8371fd8bb4a5ec91c62907871594b,1
6126,44.6486|-63.5442,134.41.128.85,CAN,1601554381,android,wifi,5405,GPS,"\\""""",f85029a4b45d3a7d0c6a20d9d80aad09,1
6127,51.1334|-114.0828,75.159.214.127,CAN,1601554249,ios,na,6,GPS,"\\""""",cfcb94b6d8fddc0054fc1e47efa1239f,1
6128,49.0288|-122.8016,108.172.234.47,CAN,1601555415,android,na,14,GPS,"\\""""",1458f5833e87a50e69ddd51d9f3853ed,2
6129,53.4627|-113.4189,137.186.94.191,CAN,1601553753,android,wifi,6,GPS,"\\""""",f85029a4b45d3a7d0c6a20d9d80aad09,1
6130,42.9867|-81.2447,92.38.148.45,CAN,1601554308,android,wifi,7,GPS,"\\""""",d78ff2f41cbef879305640b157e5d03b,1
6131,50.7723|-113.8579,207.228.78.10,CAN,1601556248,android,wifi,3,GPS,"\\""""",8a38ea503212a1bc3ed9011e59475147,1
6132,46.4090|-71.0591,67.69.76.243,CAN,1601556291,android,wifi,6,GPS,"\\""""",8a38ea503212a1bc3ed9011e59475147,1
6133,45.5694|-73.6221,65.38.89.137,CAN,1601556211,android,wifi,4016,GPS,"\\""""",f8da1a4ae163c6adb715ddb7aefa9207,2
6134,50.4420|-104.6154,195.206.104.108,CAN,1601554057,android,wifi,11,GPS,"\\""""",d78ff2f41cbef879305640b157e5d03b,1
6135,43.1293|-79.1238,195.181.168.106,CAN,1601555138,android,wifi,11,GPS,"\\""""",e9c8a48c2d23e7faf50d705cc7624c75,1
6136,43.7775|-79.4090,99.241.124.45,CAN,1601553957,ios,wifi,11,GPS,"\\""""",15a8371fd8bb4a5ec91c62907871594b,1
6137,43.2551|-79.8406,174.95.160.70,CAN,1601554612,android,wifi,22,GPS,"\\""""",f85029a4b45d3a7d0c6a20d9d80aad09,1
6138,43.8678|-79.3936,99.228.73.157,CAN,1601553608,ios,na,17,GPS,"\\""""",cfcb94b6d8fddc0054fc1e47efa1239f,1
6139,54.0830|-112.6236,74.214.150.31,CAN,1601555383,android,na,13,GPS,"\\""""",cfcb94b6d8fddc0054fc1e47efa1239f,1
6140,49.8870|-97.2893,24.78.152.245,CAN,1601555554,ios,wifi,6,GPS,"\\""""",011a6a6ee196da7e165c4f5e9fcab275,1
6141,43.7488|-79.6932,72.139.193.117,CAN,1601556952,ios,carrier,5,GPS,"\\""""",65bef09ef45d13c0580e954121a4ad24,1
6142,45.4985|-73.4627,70.83.139.123,CAN,1601554042,android,wifi,7,GPS,"\\""""",f85029a4b45d3a7d0c6a20d9d80aad09,1
6143,42.3938|-82.2120,209.171.88.202,CAN,1601554781,ios,carrier,6,GPS,"\\""""",ca4ed511dda99b0011ae826feaa79699,1
6144,45.4448|-73.3486,"\\""""",CAN,1601553810,android,na,6,GPS,"\\""""",cfcb94b6d8fddc0054fc1e47efa1239f,1
6145,43.3758|-80.3074,99.255.55.40,CAN,1601554851,android,na,13,GPS,"\\""""",cfcb94b6d8fddc0054fc1e47efa1239f,1
6146,49.2491|-123.0288,162.156.92.132,CAN,1601557062,ios,wifi,9,GPS,"\\""""",30f2b3e2048caa32d54a77107609d52c,1
6147,43.4309|-80.4501,192.252.163.244,CAN,1601554448,ios,wifi,7,GPS,"\\""""",c6f3d49a1c99d06b72ba181ecf7d8f9c,1
6148,43.6284|-79.4968,72.136.103.135,CAN,1601555639,android,carrier,4,GPS,"\\""""",7a9f14a52927184dd917c416176e95ab,1
6149,52.5484|-105.9614,"\\""""",CAN,1601556740,android,na,4,GPS,"\\""""",cfcb94b6d8fddc0054fc1e47efa1239f,1
6150,43.7314|-79.6357,99.253.58.188,CAN,1601555173,ios,wifi,12,GPS,"\\""""",011a6a6ee196da7e165c4f5e9fcab275,1
6151,49.9072|-96.9701,24.78.29.104,CAN,1601554454,android,wifi,7,GPS,"\\""""",8a38ea503212a1bc3ed9011e59475147,1
6152,43.6551|-79.4638,99.225.113.185,CAN,1601556390,android,wifi,7,GPS,"\\""""",8a38ea503212a1bc3ed9011e59475147,1
6153,45.5746|-73.2132,24.212.243.136,CAN,1601553651,android,wifi,14,GPS,"\\""""",f85029a4b45d3a7d0c6a20d9d80aad09,1
6154,45.3154|-75.9398,"\\""""",CAN,1601554816,android,na,16,GPS,"\\""""",cfcb94b6d8fddc0054fc1e47efa1239f,1
6155,45.6893|-74.0175,207.253.40.113,CAN,1601556557,ios,wifi,7,GPS,"\\""""",15a8371fd8bb4a5ec91c62907871594b,1
6156,45.4426|-73.8971,96.23.197.7,CAN,1601556154,ios,wifi,8,GPS,"\\""""",011a6a6ee196da7e165c4f5e9fcab275,1
6157,46.1261|-64.7592,159.2.73.239,CAN,1601556820,android,wifi,12705,GPS,"\\""""",f85029a4b45d3a7d0c6a20d9d80aad09,1
6158,43.4669|-80.0797,"\\""""",CAN,1601554708,android,na,4,GPS,"\\""""",cfcb94b6d8fddc0054fc1e47efa1239f,1
6159,45.6216|-73.6288,173.206.67.14,CAN,1601554363,android,wifi,5863,GPS,"\\""""",e9c8a48c2d23e7faf50d705cc7624c75,1
6160,44.7280|-63.6637,100.42.254.51,CAN,1601555141,ios,carrier,4,GPS,"\\""""",2bac758857892925a59b6c19eaf583bd,1
6161,43.6605|-79.3597,99.231.67.40,CAN,1601555430,ios,wifi,3,GPS,"\\""""",30f2b3e2048caa32d54a77107609d52c,1
6162,43.8446|-79.1066,70.26.111.27,CAN,1601554616,android,wifi,5,GPS,"\\""""",f85029a4b45d3a7d0c6a20d9d80aad09,1
6163,45.5315|-73.7165,66.131.174.220,CAN,1601555677,android,wifi,3221,GPS,"\\""""",f85029a4b45d3a7d0c6a20d9d80aad09,1
6164,45.5989|-73.5772,204.48.95.40,CAN,1601555968,android,carrier,11,GPS,"\\""""",66de24cd547fc3f45909f32be4e424ee,1
6165,45.3135|-73.7439,70.81.93.105,CAN,1601556852,android,wifi,15,GPS,"\\""""",370a934f862d20f142b2152f715e70cb,1
6166,44.0082|-77.1398,24.235.61.116,CAN,1601555056,ios,wifi,7,GPS,"\\""""",6ba29b9ef74bc71ed65531acc14cb5ca,1
6167,48.4904|-64.2665,142.169.78.220,CAN,1601555525,ios,carrier,7,GPS,"\\""""",06f9f98a69c06f5fbcd5818ec9d4fb4b,1
6168,42.8333|-80.3049,209.171.88.47,CAN,1601553861,ios,carrier,3,GPS,"\\""""",2bac758857892925a59b6c19eaf583bd,1
6169,49.2973|-123.0610,50.68.178.83,CAN,1601556204,android,wifi,14677,GPS,"\\""""",f85029a4b45d3a7d0c6a20d9d80aad09,1
6170,49.8739|-119.4916,108.172.156.11,CAN,1601556103,android,wifi,1726,GPS,"\\""""",8a38ea503212a1bc3ed9011e59475147,1
6171,48.4622|-123.4013,70.67.249.237,CAN,1601553733,android,na,5,GPS,"\\""""",cfcb94b6d8fddc0054fc1e47efa1239f,1
6172,43.6351|-79.7155,72.141.161.35,CAN,1601554419,ios,na,11,GPS,"\\""""",9111daff59cc5460975f5f83e08a5345,1
6173,49.0315|-122.8386,173.180.107.15,CAN,1601554641,android,na,14,GPS,"\\""""",1458f5833e87a50e69ddd51d9f3853ed,2
6174,44.7495|-75.4624,72.143.210.59,CAN,1601554200,ios,carrier,10,GPS,"\\""""",2bac758857892925a59b6c19eaf583bd,1
6175,46.8468|-71.2869,166.62.166.40,CAN,1601554039,android,na,9130,GPS,"\\""""",cfcb94b6d8fddc0054fc1e47efa1239f,1
6176,43.3321|-79.9189,"\\""""",CAN,1601553665,android,na,16,GPS,"\\""""",cfcb94b6d8fddc0054fc1e47efa1239f,1
6177,44.2950|-77.8134,66.206.242.138,CAN,1601556968,ios,wifi,5,GPS,"\\""""",15a8371fd8bb4a5ec91c62907871594b,1
6178,49.1461|-122.8420,64.180.161.108,CAN,1601554283,ios,wifi,17,GPS,"\\""""",15a8371fd8bb4a5ec91c62907871594b,1
6179,43.2407|-79.8595,142.116.114.88,CAN,1601555161,android,wifi,6,GPS,"\\""""",f85029a4b45d3a7d0c6a20d9d80aad09,1
6180,51.0437|-114.0019,72.143.223.239,CAN,1601556698,ios,carrier,8,GPS,"\\""""",2bac758857892925a59b6c19eaf583bd,1
6181,45.4329|-73.4516,142.119.80.9,CAN,1601556627,ios,wifi,14,GPS,"\\""""",15a8371fd8bb4a5ec91c62907871594b,2
6182,43.3689|-79.7680,"\\""""",CAN,1601555613,android,na,8,GPS,"\\""""",cfcb94b6d8fddc0054fc1e47efa1239f,1
6183,43.9640|-79.2789,99.244.154.38,CAN,1601555135,android,na,8581,GPS,"\\""""",9111daff59cc5460975f5f83e08a5345,1
6184,49.2816|-123.1018,184.151.230.0,CAN,1601554350,android,carrier,15,GPS,"\\""""",694feedf5a4535ea0199f592e670b3f7,1
6185,55.1344|-118.7640,199.126.85.230,CAN,1601553621,android,wifi,12,GPS,"\\""""",f85029a4b45d3a7d0c6a20d9d80aad09,1
6186,43.2056|-80.0029,24.141.39.26,CAN,1601556822,ios,wifi,2,GPS,"\\""""",8d11c000c24207c2d94b9cd2fd4ecc74,1
6187,45.5081|-73.8317,65.92.221.199,CAN,1601555242,android,na,12,GPS,"\\""""",cfcb94b6d8fddc0054fc1e47efa1239f,1
6188,44.6655|-63.5656,24.89.228.217,CAN,1601555447,ios,wifi,22,GPS,"\\""""",15a8371fd8bb4a5ec91c62907871594b,1
6189,53.6820|-113.2581,50.65.141.180,CAN,1601554221,android,wifi,10,GPS,"\\""""",8a38ea503212a1bc3ed9011e59475147,1
6190,45.5441|-73.8721,173.178.142.52,CAN,1601554940,ios,wifi,8,GPS,"\\""""",15a8371fd8bb4a5ec91c62907871594b,1
6191,43.8628|-79.2989,173.33.17.98,CAN,1601554459,ios,wifi,6,GPS,"\\""""",011a6a6ee196da7e165c4f5e9fcab275,1
6192,47.1075|-55.1960,24.222.8.174,CAN,1601557096,ios,wifi,8,GPS,"\\""""",15a8371fd8bb4a5ec91c62907871594b,1
6193,48.2290|-79.0155,142.169.78.133,CAN,1601555475,ios,carrier,8,GPS,"\\""""",2bac758857892925a59b6c19eaf583bd,1
6194,43.1598|-79.3078,"\\""""",CAN,1601554685,android,na,5,GPS,"\\""""",cfcb94b6d8fddc0054fc1e47efa1239f,1
6195,43.6396|-79.5468,209.171.88.159,CAN,1601555658,android,carrier,10447,GPS,"\\""""",1b47d7001f88b258a66637cb4a878bf2,1
6196,45.4775|-71.9241,70.29.188.155,CAN,1601554177,android,na,8454,GPS,"\\""""",cfcb94b6d8fddc0054fc1e47efa1239f,1
6197,44.9968|-64.9285,134.41.20.123,CAN,1601554737,ios,wifi,16,GPS,"\\""""",a8cafa5f5010f6128e8877d74a912543,1
6198,49.7733|-86.5490,65.93.165.50,CAN,1601554057,android,wifi,4,GPS,"\\""""",f85029a4b45d3a7d0c6a20d9d80aad09,1
6199,43.8920|-78.8579,99.248.137.186,CAN,1601555256,android,wifi,9,GPS,"\\""""",f85029a4b45d3a7d0c6a20d9d80aad09,1
6200,49.0289|-122.8144,64.180.166.129,CAN,1601554537,android,na,10,GPS,"\\""""",1458f5833e87a50e69ddd51d9f3853ed,2
6201,45.5676|-73.6094,142.169.78.212,CAN,1601555619,android,carrier,8743,GPS,"\\""""",902d9b540a6ef9d20edfe43a8ac451be,1
6202,45.3660|-73.6044,"\\""""",CAN,1601556867,android,na,3,GPS,"\\""""",30ae46dc565c1bcffa05ee524938d5b2,1
6203,43.7729|-79.3460,76.71.9.236,CAN,1601555732,ios,na,18,GPS,"\\""""",9111daff59cc5460975f5f83e08a5345,1
6204,43.5212|-79.8639,70.54.100.237,CAN,1601554052,ios,wifi,7,GPS,"\\""""",15a8371fd8bb4a5ec91c62907871594b,1
6205,43.7790|-79.2834,99.227.69.26,CAN,1601555224,ios,wifi,6,GPS,"\\""""",15a8371fd8bb4a5ec91c62907871594b,1
6206,43.8198|-79.5867,69.157.97.96,CAN,1601553687,android,wifi,6952,GPS,"\\""""",e9c8a48c2d23e7faf50d705cc7624c75,1
6207,45.0811|-64.4826,24.224.253.71,CAN,1601557072,android,wifi,11192,GPS,"\\""""",8a38ea503212a1bc3ed9011e59475147,1
6208,43.5897|-79.6303,"\\""""",CAN,1601553660,android,na,15,GPS,"\\""""",cfcb94b6d8fddc0054fc1e47efa1239f,1
6209,49.8293|-97.0913,142.161.53.64,CAN,1601555881,android,wifi,8,GPS,"\\""""",f85029a4b45d3a7d0c6a20d9d80aad09,1
6210,45.5017|-73.2507,24.212.252.22,CAN,1601553647,android,wifi,6,GPS,"\\""""",1cedd6de8b855ec1049649c954c55a75,1
6211,43.6937|-79.4689,99.251.229.242,CAN,1601554523,android,wifi,3012,GPS,"\\""""",7993ed4e315bb654b139abcd44154bac,1
6212,49.4950|-117.3562,172.218.184.44,CAN,1601556770,android,wifi,16,GPS,"\\""""",f85029a4b45d3a7d0c6a20d9d80aad09,1
6213,43.8541|-79.5129,99.247.124.126,CAN,1601556806,android,wifi,12,GPS,"\\""""",8a38ea503212a1bc3ed9011e59475147,1
6214,46.7928|-71.2943,70.52.103.138,CAN,1601555174,android,wifi,6040,GPS,"\\""""",f85029a4b45d3a7d0c6a20d9d80aad09,1
6215,49.8340|-97.1665,72.143.213.40,CAN,1601556930,android,carrier,6,GPS,"\\""""",fcf8857d7a5cc725f08ef518f8279ecc,1
6216,43.4328|-80.2499,"\\""""",CAN,1601555148,android,na,4,GPS,"\\""""",cfcb94b6d8fddc0054fc1e47efa1239f,1
6217,53.5282|-113.5831,68.149.44.131,CAN,1601554946,android,wifi,9,GPS,"\\""""",7993ed4e315bb654b139abcd44154bac,1
6218,45.6402|-72.9743,"\\""""",CAN,1601555867,ios,na,6,GPS,"\\""""",cfcb94b6d8fddc0054fc1e47efa1239f,1
6219,43.0811|-79.0892,104.158.46.2,CAN,1601555365,android,na,9308,GPS,"\\""""",cfcb94b6d8fddc0054fc1e47efa1239f,1
6220,44.5279|-75.7754,104.200.0.39,CAN,1601554455,android,wifi,18,GPS,"\\""""",8a38ea503212a1bc3ed9011e59475147,1
6221,45.4738|-75.7016,72.143.214.77,CAN,1601553996,ios,na,6,GPS,"\\""""",cfcb94b6d8fddc0054fc1e47efa1239f,1
6222,53.6997|-113.2405,50.65.145.51,CAN,1601557124,ios,wifi,13,GPS,"\\""""",6549d0551c510637bae5c65063687a00,1
6223,45.2829|-74.1408,174.88.228.2,CAN,1601557143,ios,na,11,GPS,"\\""""",cfcb94b6d8fddc0054fc1e47efa1239f,1
6224,45.4775|-73.3888,72.143.215.215,CAN,1601555966,android,carrier,5239,GPS,"\\""""",a9adb9953707698c9a3a1e2ff4c50626,1
6225,43.6372|-79.3961,99.239.237.85,CAN,1601555831,ios,wifi,22,GPS,"\\""""",15a8371fd8bb4a5ec91c62907871594b,1
6226,43.8612|-79.2216,72.143.207.96,CAN,1601556854,ios,carrier,16,GPS,"\\""""",2bac758857892925a59b6c19eaf583bd,1
